id,category,answer_ko,answer_en,acceptable_answers,difficulty,image_url,image_source,photographer,license,suggested_image_query,hint_1,hint_2,hint_3,hint_4,hint_5,explanation,status
MID-075,중도시,안티구아 과테말라,Antigua Guatemala,"안티구아 과테말라, antigua guatemala, antigua",normal,,,,,Antigua Guatemala city street skyline landmark,이곳은 중앙아메리카에 있습니다.,과테말라에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",화산과 식민지풍 거리로 유명합니다.,과테말라의 대표 역사 도시입니다.,안티구아 과테말라는 과테말라의 도시입니다. 화산과 식민지풍 거리로 유명합니다. 과테말라의 대표 역사 도시입니다.,텍스트초안
MID-076,중도시,다낭,Da Nang,"다낭, da nang, đà nẵng",normal,,,,,Da Nang city street skyline landmark,이곳은 동남아시아에 있습니다.,베트남에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",해변과 다리가 유명한 해안 도시입니다.,베트남 중부의 대표 도시입니다.,다낭는 베트남의 도시입니다. 해변과 다리가 유명한 해안 도시입니다. 베트남 중부의 대표 도시입니다.,텍스트초안
MID-077,중도시,호이안,Hoi An,"호이안, hoi an, hội an",easy,,,,,Hoi An city street skyline landmark,이곳은 동남아시아에 있습니다.,베트남에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",등불과 오래된 무역항 분위기가 유명합니다.,베트남 중부의 역사 도시입니다.,호이안는 베트남의 도시입니다. 등불과 오래된 무역항 분위기가 유명합니다. 베트남 중부의 역사 도시입니다.,텍스트초안
MID-078,중도시,치앙마이,Chiang Mai,"치앙마이, chiang mai",normal,,,,,Chiang Mai city street skyline landmark,이곳은 동남아시아에 있습니다.,태국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",산악 지대와 사원이 많은 도시입니다.,태국 북부의 대표 도시입니다.,치앙마이는 태국의 도시입니다. 산악 지대와 사원이 많은 도시입니다. 태국 북부의 대표 도시입니다.,텍스트초안
MID-079,중도시,푸켓,Phuket,"푸켓, phuket",easy,,,,,Phuket city street skyline landmark,이곳은 동남아시아에 있습니다.,태국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",해변과 섬 관광으로 유명합니다.,태국 남부의 대표 휴양지입니다.,푸켓는 태국의 도시입니다. 해변과 섬 관광으로 유명합니다. 태국 남부의 대표 휴양지입니다.,텍스트초안
MID-080,중도시,조지타운,George Town,"조지타운, george town, penang",normal,,,,,George Town city street skyline landmark,이곳은 동남아시아에 있습니다.,말레이시아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",벽화와 식민지풍 구시가지가 유명합니다.,페낭섬의 중심 도시입니다.,조지타운는 말레이시아의 도시입니다. 벽화와 식민지풍 구시가지가 유명합니다. 페낭섬의 중심 도시입니다.,텍스트초안
MID-081,중도시,말라카,Malacca,"말라카, 멜라카, malacca, melaka",normal,,,,,Malacca city street skyline landmark,이곳은 동남아시아에 있습니다.,말레이시아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",해상 무역과 식민지 역사가 남아 있습니다.,말레이시아의 역사 도시입니다.,말라카는 말레이시아의 도시입니다. 해상 무역과 식민지 역사가 남아 있습니다. 말레이시아의 역사 도시입니다.,텍스트초안
MID-082,중도시,수라바야,Surabaya,"수라바야, surabaya",hard,,,,,Surabaya city street skyline landmark,이곳은 동남아시아에 있습니다.,인도네시아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",항구와 산업 도시 이미지가 강합니다.,자바섬 동부의 대표 도시입니다.,수라바야는 인도네시아의 도시입니다. 항구와 산업 도시 이미지가 강합니다. 자바섬 동부의 대표 도시입니다.,텍스트초안
MID-083,중도시,족자카르타,Yogyakarta,"족자카르타, 욕야카르타, yogyakarta, jogja",normal,,,,,Yogyakarta city street skyline landmark,이곳은 동남아시아에 있습니다.,인도네시아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",왕궁과 전통문화가 강한 도시입니다.,보로부두르와 가까운 자바섬 도시입니다.,족자카르타는 인도네시아의 도시입니다. 왕궁과 전통문화가 강한 도시입니다. 보로부두르와 가까운 자바섬 도시입니다.,텍스트초안
MID-084,중도시,우붓,Ubud,"우붓, ubud",normal,,,,,Ubud city street skyline landmark,이곳은 동남아시아에 있습니다.,인도네시아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",논과 예술 마을 이미지가 강합니다.,발리 내륙의 대표 관광지입니다.,우붓는 인도네시아의 도시입니다. 논과 예술 마을 이미지가 강합니다. 발리 내륙의 대표 관광지입니다.,텍스트초안
MID-085,중도시,만달레이,Mandalay,"만달레이, mandalay",hard,,,,,Mandalay city street skyline landmark,이곳은 동남아시아에 있습니다.,미얀마에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",왕궁과 사원이 많은 내륙 도시입니다.,미얀마의 오래된 왕도입니다.,만달레이는 미얀마의 도시입니다. 왕궁과 사원이 많은 내륙 도시입니다. 미얀마의 오래된 왕도입니다.,텍스트초안
MID-086,중도시,루앙프라방,Luang Prabang,"루앙프라방, luang prabang",normal,,,,,Luang Prabang city street skyline landmark,이곳은 동남아시아에 있습니다.,라오스에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",사원과 메콩강 풍경이 유명합니다.,라오스의 대표 역사 도시입니다.,루앙프라방는 라오스의 도시입니다. 사원과 메콩강 풍경이 유명합니다. 라오스의 대표 역사 도시입니다.,텍스트초안
MID-087,중도시,시엠립,Siem Reap,"시엠립, siem reap",normal,,,,,Siem Reap city street skyline landmark,이곳은 동남아시아에 있습니다.,캄보디아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",거대한 고대 사원 유적의 관문입니다.,앙코르와트 방문 거점 도시입니다.,시엠립는 캄보디아의 도시입니다. 거대한 고대 사원 유적의 관문입니다. 앙코르와트 방문 거점 도시입니다.,텍스트초안
MID-088,중도시,프놈펜,Phnom Penh,"프놈펜, phnom penh",normal,,,,,Phnom Penh city street skyline landmark,이곳은 동남아시아에 있습니다.,캄보디아에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",메콩강과 왕궁이 있는 도시입니다.,캄보디아의 수도입니다.,프놈펜는 캄보디아의 도시입니다. 메콩강과 왕궁이 있는 도시입니다. 캄보디아의 수도입니다.,텍스트초안
MID-089,중도시,비엔티안,Vientiane,"비엔티안, vientiane",hard,,,,,Vientiane city street skyline landmark,이곳은 동남아시아에 있습니다.,라오스에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",메콩강변의 비교적 조용한 수도입니다.,라오스의 수도입니다.,비엔티안는 라오스의 도시입니다. 메콩강변의 비교적 조용한 수도입니다. 라오스의 수도입니다.,텍스트초안
MID-090,중도시,세부,Cebu,"세부, cebu",normal,,,,,Cebu city street skyline landmark,이곳은 동남아시아에 있습니다.,필리핀에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",섬 관광과 역사 유적이 함께 있습니다.,필리핀 중부의 대표 도시입니다.,세부는 필리핀의 도시입니다. 섬 관광과 역사 유적이 함께 있습니다. 필리핀 중부의 대표 도시입니다.,텍스트초안
MID-091,중도시,다바오,Davao,"다바오, davao",hard,,,,,Davao city street skyline landmark,이곳은 동남아시아에 있습니다.,필리핀에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",큰 섬 남부의 중심 도시입니다.,민다나오섬의 대표 도시입니다.,다바오는 필리핀의 도시입니다. 큰 섬 남부의 중심 도시입니다. 민다나오섬의 대표 도시입니다.,텍스트초안
MID-092,중도시,난터켓,Nantucket,"난터켓, nantucket",hard,,,,,Nantucket city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",등대와 섬 휴양지 이미지가 강합니다.,미국 매사추세츠주의 대표 섬 관광지입니다.,난터켓는 미국의 도시입니다. 등대와 섬 휴양지 이미지가 강합니다. 미국 매사추세츠주의 대표 섬 관광지입니다.,텍스트초안
MID-093,중도시,찰스턴,Charleston,"찰스턴, charleston",normal,,,,,Charleston city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",남부식 건축과 항구 도시 분위기가 있습니다.,미국 사우스캐롤라이나주의 대표 역사 도시입니다.,찰스턴는 미국의 도시입니다. 남부식 건축과 항구 도시 분위기가 있습니다. 미국 사우스캐롤라이나주의 대표 역사 도시입니다.,텍스트초안
MID-094,중도시,서배너,Savannah,"서배너, savannah",hard,,,,,Savannah city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",광장과 오래된 가로수가 있는 남부 도시입니다.,미국 조지아주의 대표 역사 도시입니다.,서배너는 미국의 도시입니다. 광장과 오래된 가로수가 있는 남부 도시입니다. 미국 조지아주의 대표 역사 도시입니다.,텍스트초안
MID-095,중도시,산타페,Santa Fe,"산타페, santa fe",hard,,,,,Santa Fe city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",어도비 건축과 예술 도시 이미지가 강합니다.,미국 뉴멕시코주의 주도입니다.,산타페는 미국의 도시입니다. 어도비 건축과 예술 도시 이미지가 강합니다. 미국 뉴멕시코주의 주도입니다.,텍스트초안
MID-096,중도시,산타바버라,Santa Barbara,"산타바버라, santa barbara",hard,,,,,Santa Barbara city street skyline landmark,이곳은 북아메리카에 있습니다.,미국에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",스페인풍 건축과 해안 경관이 특징입니다.,미국 캘리포니아의 대표 해안 도시입니다.,산타바버라는 미국의 도시입니다. 스페인풍 건축과 해안 경관이 특징입니다. 미국 캘리포니아의 대표 해안 도시입니다.,텍스트초안
MID-097,중도시,레이캬네스베어,Reykjanesbaer,"레이캬네스베어, reykjanesbaer",hard,,,,,Reykjanesbaer city street skyline landmark,이곳은 북유럽에 있습니다.,아이슬란드에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",공항과 화산 지형이 가까운 도시입니다.,아이슬란드 남서부의 도시입니다.,레이캬네스베어는 아이슬란드의 도시입니다. 공항과 화산 지형이 가까운 도시입니다. 아이슬란드 남서부의 도시입니다.,텍스트초안
MID-098,중도시,트론헤임,Trondheim,"트론헤임, trondheim",hard,,,,,Trondheim city street skyline landmark,이곳은 북유럽에 있습니다.,노르웨이에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",대성당과 대학 도시 분위기가 있습니다.,노르웨이 중부의 대표 도시입니다.,트론헤임는 노르웨이의 도시입니다. 대성당과 대학 도시 분위기가 있습니다. 노르웨이 중부의 대표 도시입니다.,텍스트초안
MID-099,중도시,말뫼,Malmo,"말뫼, malmo, malmö",hard,,,,,Malmo city street skyline landmark,이곳은 북유럽에 있습니다.,스웨덴에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",현대 건축과 해협 교량이 떠오릅니다.,스웨덴 남부의 대표 도시입니다.,말뫼는 스웨덴의 도시입니다. 현대 건축과 해협 교량이 떠오릅니다. 스웨덴 남부의 대표 도시입니다.,텍스트초안
MID-100,중도시,탐페레,Tampere,"탐페레, tampere",hard,,,,,Tampere city street skyline landmark,이곳은 북유럽에 있습니다.,핀란드에 있는 도시입니다.,"대도시보다는 작지만 역사, 관광, 행정, 지역 거점 기능이 뚜렷한 도시입니다.",호수 사이에 발달한 공업·문화 도시입니다.,핀란드 내륙의 대표 도시입니다.,탐페레는 핀란드의 도시입니다. 호수 사이에 발달한 공업·문화 도시입니다. 핀란드 내륙의 대표 도시입니다.,텍스트초안
LAND-001,랜드마크,에펠탑,Eiffel Tower,"에펠탑, eiffel tower, tour eiffel",easy,,,,,Eiffel Tower 파리 프랑스,이곳은 프랑스 파리에 있는 랜드마크입니다.,유형으로 보면 철골 탑에 가깝습니다.,프랑스를 대표하는 명소 중 하나입니다.,파리를 대표하는 세계적 랜드마크입니다.,1889년 세계 박람회를 계기로 세워졌습니다.,에펠탑는 프랑스 파리에 있는 철골 탑입니다. 파리를 대표하는 세계적 랜드마크입니다. 1889년 세계 박람회를 계기로 세워졌습니다.,텍스트초안
LAND-002,랜드마크,타지마할,Taj Mahal,"타지마할, taj mahal",easy,,,,,Taj Mahal 아그라 인도,이곳은 인도 아그라에 있는 랜드마크입니다.,유형으로 보면 묘역 건축에 가깝습니다.,인도를 대표하는 명소 중 하나입니다.,흰 대리석 돔과 좌우 대칭 구조가 유명합니다.,무굴 제국 시대의 대표 건축물입니다.,타지마할는 인도 아그라에 있는 묘역 건축입니다. 흰 대리석 돔과 좌우 대칭 구조가 유명합니다. 무굴 제국 시대의 대표 건축물입니다.,텍스트초안
LAND-003,랜드마크,콜로세움,Colosseum,"콜로세움, colosseum, coliseum",easy,,,,,Colosseum 로마 이탈리아,이곳은 이탈리아 로마에 있는 랜드마크입니다.,유형으로 보면 고대 원형 경기장에 가깝습니다.,이탈리아를 대표하는 명소 중 하나입니다.,고대 로마의 거대한 경기장 유적입니다.,로마를 상징하는 대표 유적입니다.,콜로세움는 이탈리아 로마에 있는 고대 원형 경기장입니다. 고대 로마의 거대한 경기장 유적입니다. 로마를 상징하는 대표 유적입니다.,텍스트초안
LAND-004,랜드마크,자유의 여신상,Statue of Liberty,"자유의 여신상, statue of liberty",easy,,,,,Statue of Liberty 뉴욕 미국,이곳은 미국 뉴욕에 있는 랜드마크입니다.,유형으로 보면 기념상에 가깝습니다.,미국를 대표하는 명소 중 하나입니다.,항구에 서 있는 거대한 여성상입니다.,뉴욕과 미국 이민 역사를 상징합니다.,자유의 여신상는 미국 뉴욕에 있는 기념상입니다. 항구에 서 있는 거대한 여성상입니다. 뉴욕과 미국 이민 역사를 상징합니다.,텍스트초안
LAND-005,랜드마크,피라미드 오브 기자,Great Pyramid of Giza,"기자 피라미드, 피라미드, great pyramid of giza, pyramids of giza",easy,,,,,Great Pyramid of Giza 기자 이집트,이곳은 이집트 기자에 있는 랜드마크입니다.,유형으로 보면 고대 피라미드에 가깝습니다.,이집트를 대표하는 명소 중 하나입니다.,사막 위의 거대한 삼각형 석조 구조물입니다.,이집트 고왕국 시대의 대표 유적입니다.,피라미드 오브 기자는 이집트 기자에 있는 고대 피라미드입니다. 사막 위의 거대한 삼각형 석조 구조물입니다. 이집트 고왕국 시대의 대표 유적입니다.,텍스트초안
LAND-006,랜드마크,스톤헨지,Stonehenge,"스톤헨지, stonehenge",normal,,,,,Stonehenge 윌트셔 영국,이곳은 영국 윌트셔에 있는 랜드마크입니다.,유형으로 보면 선사시대 거석 유적에 가깝습니다.,영국를 대표하는 명소 중 하나입니다.,거대한 돌기둥들이 원형으로 배치되어 있습니다.,영국의 대표 선사 유적입니다.,스톤헨지는 영국 윌트셔에 있는 선사시대 거석 유적입니다. 거대한 돌기둥들이 원형으로 배치되어 있습니다. 영국의 대표 선사 유적입니다.,텍스트초안
LAND-007,랜드마크,빅벤,Big Ben,"빅벤, big ben, elizabeth tower",easy,,,,,Big Ben 런던 영국,이곳은 영국 런던에 있는 랜드마크입니다.,유형으로 보면 시계탑에 가깝습니다.,영국를 대표하는 명소 중 하나입니다.,의사당 옆 시계탑으로 유명합니다.,런던을 상징하는 대표 건축물입니다.,빅벤는 영국 런던에 있는 시계탑입니다. 의사당 옆 시계탑으로 유명합니다. 런던을 상징하는 대표 건축물입니다.,텍스트초안
LAND-008,랜드마크,타워 브리지,Tower Bridge,"타워 브리지, tower bridge",easy,,,,,Tower Bridge 런던 영국,이곳은 영국 런던에 있는 랜드마크입니다.,유형으로 보면 도개교에 가깝습니다.,영국를 대표하는 명소 중 하나입니다.,두 개의 탑이 있는 다리입니다.,런던 템스강의 대표 다리입니다.,타워 브리지는 영국 런던에 있는 도개교입니다. 두 개의 탑이 있는 다리입니다. 런던 템스강의 대표 다리입니다.,텍스트초안
LAND-009,랜드마크,버킹엄 궁전,Buckingham Palace,"버킹엄 궁전, buckingham palace",normal,,,,,Buckingham Palace 런던 영국,이곳은 영국 런던에 있는 랜드마크입니다.,유형으로 보면 왕궁에 가깝습니다.,영국를 대표하는 명소 중 하나입니다.,근위병 교대식으로 유명합니다.,영국 왕실의 공식 거처로 알려져 있습니다.,버킹엄 궁전는 영국 런던에 있는 왕궁입니다. 근위병 교대식으로 유명합니다. 영국 왕실의 공식 거처로 알려져 있습니다.,텍스트초안
LAND-010,랜드마크,루브르 박물관,Louvre Museum,"루브르, 루브르 박물관, louvre museum",easy,,,,,Louvre Museum 파리 프랑스,이곳은 프랑스 파리에 있는 랜드마크입니다.,유형으로 보면 박물관에 가깝습니다.,프랑스를 대표하는 명소 중 하나입니다.,유리 피라미드 입구가 유명합니다.,모나리자가 전시된 박물관으로 유명합니다.,루브르 박물관는 프랑스 파리에 있는 박물관입니다. 유리 피라미드 입구가 유명합니다. 모나리자가 전시된 박물관으로 유명합니다.,텍스트초안
LAND-011,랜드마크,베르사유 궁전,Palace of Versailles,"베르사유 궁전, palace of versailles, versailles",normal,,,,,Palace of Versailles 베르사유 프랑스,이곳은 프랑스 베르사유에 있는 랜드마크입니다.,유형으로 보면 궁전에 가깝습니다.,프랑스를 대표하는 명소 중 하나입니다.,화려한 정원과 거울의 방이 유명합니다.,프랑스 절대왕정의 상징적 궁전입니다.,베르사유 궁전는 프랑스 베르사유에 있는 궁전입니다. 화려한 정원과 거울의 방이 유명합니다. 프랑스 절대왕정의 상징적 궁전입니다.,텍스트초안
LAND-012,랜드마크,개선문,Arc de Triomphe,"개선문, arc de triomphe",easy,,,,,Arc de Triomphe 파리 프랑스,이곳은 프랑스 파리에 있는 랜드마크입니다.,유형으로 보면 기념문에 가깝습니다.,프랑스를 대표하는 명소 중 하나입니다.,방사형 도로가 모이는 광장에 있습니다.,샹젤리제 거리 끝에 있는 파리의 기념문입니다.,개선문는 프랑스 파리에 있는 기념문입니다. 방사형 도로가 모이는 광장에 있습니다. 샹젤리제 거리 끝에 있는 파리의 기념문입니다.,텍스트초안
LAND-013,랜드마크,사그라다 파밀리아,Sagrada Familia,"사그라다 파밀리아, sagrada familia",easy,,,,,Sagrada Familia 바르셀로나 스페인,이곳은 스페인 바르셀로나에 있는 랜드마크입니다.,유형으로 보면 성당에 가깝습니다.,스페인를 대표하는 명소 중 하나입니다.,독특한 첨탑과 곡선적 형태가 유명합니다.,가우디의 대표 건축물입니다.,사그라다 파밀리아는 스페인 바르셀로나에 있는 성당입니다. 독특한 첨탑과 곡선적 형태가 유명합니다. 가우디의 대표 건축물입니다.,텍스트초안
LAND-014,랜드마크,알람브라 궁전,Alhambra,"알람브라 궁전, alhambra",normal,,,,,Alhambra 그라나다 스페인,이곳은 스페인 그라나다에 있는 랜드마크입니다.,유형으로 보면 궁전 유적에 가깝습니다.,스페인를 대표하는 명소 중 하나입니다.,이슬람 양식의 장식과 정원이 유명합니다.,스페인 그라나다의 대표 유적입니다.,알람브라 궁전는 스페인 그라나다에 있는 궁전 유적입니다. 이슬람 양식의 장식과 정원이 유명합니다. 스페인 그라나다의 대표 유적입니다.,텍스트초안
LAND-015,랜드마크,구엘 공원,Park Guell,"구엘 공원, park guell, park güell",normal,,,,,Park Guell 바르셀로나 스페인,이곳은 스페인 바르셀로나에 있는 랜드마크입니다.,유형으로 보면 공원에 가깝습니다.,스페인를 대표하는 명소 중 하나입니다.,화려한 타일 장식과 곡선 건축이 유명합니다.,가우디가 설계한 바르셀로나의 공원입니다.,구엘 공원는 스페인 바르셀로나에 있는 공원입니다. 화려한 타일 장식과 곡선 건축이 유명합니다. 가우디가 설계한 바르셀로나의 공원입니다.,텍스트초안
LAND-016,랜드마크,성 베드로 대성전,St. Peter Basilica,"성 베드로 대성전, st peter basilica",easy,,,,,St. Peter Basilica 바티칸 시국 바티칸,이곳은 바티칸 바티칸 시국에 있는 랜드마크입니다.,유형으로 보면 성당에 가깝습니다.,바티칸를 대표하는 명소 중 하나입니다.,거대한 돔과 광장이 유명합니다.,가톨릭의 중심지인 바티칸에 있습니다.,성 베드로 대성전는 바티칸 바티칸 시국에 있는 성당입니다. 거대한 돔과 광장이 유명합니다. 가톨릭의 중심지인 바티칸에 있습니다.,텍스트초안
LAND-017,랜드마크,시스티나 성당,Sistine Chapel,"시스티나 성당, sistine chapel",normal,,,,,Sistine Chapel 바티칸 시국 바티칸,이곳은 바티칸 바티칸 시국에 있는 랜드마크입니다.,유형으로 보면 성당에 가깝습니다.,바티칸를 대표하는 명소 중 하나입니다.,천장화로 유명한 예배 공간입니다.,미켈란젤로의 작품으로 유명합니다.,시스티나 성당는 바티칸 바티칸 시국에 있는 성당입니다. 천장화로 유명한 예배 공간입니다. 미켈란젤로의 작품으로 유명합니다.,텍스트초안
LAND-018,랜드마크,피사의 사탑,Leaning Tower of Pisa,"피사의 사탑, leaning tower of pisa",easy,,,,,Leaning Tower of Pisa 피사 이탈리아,이곳은 이탈리아 피사에 있는 랜드마크입니다.,유형으로 보면 탑에 가깝습니다.,이탈리아를 대표하는 명소 중 하나입니다.,기울어진 흰색 탑입니다.,이탈리아 피사의 대표 랜드마크입니다.,피사의 사탑는 이탈리아 피사에 있는 탑입니다. 기울어진 흰색 탑입니다. 이탈리아 피사의 대표 랜드마크입니다.,텍스트초안
LAND-019,랜드마크,두오모 디 밀라노,Milan Cathedral,"밀라노 대성당, 두오모 디 밀라노, milan cathedral, duomo di milano",normal,,,,,Milan Cathedral 밀라노 이탈리아,이곳은 이탈리아 밀라노에 있는 랜드마크입니다.,유형으로 보면 대성당에 가깝습니다.,이탈리아를 대표하는 명소 중 하나입니다.,수많은 첨탑과 고딕 양식이 특징입니다.,밀라노 중심부의 대표 성당입니다.,두오모 디 밀라노는 이탈리아 밀라노에 있는 대성당입니다. 수많은 첨탑과 고딕 양식이 특징입니다. 밀라노 중심부의 대표 성당입니다.,텍스트초안
LAND-020,랜드마크,판테온,Pantheon,"판테온, pantheon",normal,,,,,Pantheon 로마 이탈리아,이곳은 이탈리아 로마에 있는 랜드마크입니다.,유형으로 보면 고대 신전에 가깝습니다.,이탈리아를 대표하는 명소 중 하나입니다.,거대한 돔과 원형 천창이 유명합니다.,로마의 고대 건축물입니다.,판테온는 이탈리아 로마에 있는 고대 신전입니다. 거대한 돔과 원형 천창이 유명합니다. 로마의 고대 건축물입니다.,텍스트초안
LAND-021,랜드마크,아크로폴리스,Acropolis of Athens,"아크로폴리스, acropolis, parthenon",easy,,,,,Acropolis of Athens 아테네 그리스,이곳은 그리스 아테네에 있는 랜드마크입니다.,유형으로 보면 고대 유적에 가깝습니다.,그리스를 대표하는 명소 중 하나입니다.,언덕 위의 고대 신전 유적입니다.,파르테논 신전이 있는 아테네의 대표 유적입니다.,아크로폴리스는 그리스 아테네에 있는 고대 유적입니다. 언덕 위의 고대 신전 유적입니다. 파르테논 신전이 있는 아테네의 대표 유적입니다.,텍스트초안
LAND-022,랜드마크,블루 모스크,Blue Mosque,"블루 모스크, sultan ahmed mosque, blue mosque",normal,,,,,Blue Mosque 이스탄불 튀르키예,이곳은 튀르키예 이스탄불에 있는 랜드마크입니다.,유형으로 보면 모스크에 가깝습니다.,튀르키예를 대표하는 명소 중 하나입니다.,여러 개의 첨탑과 돔이 유명합니다.,이스탄불의 대표 이슬람 건축물입니다.,블루 모스크는 튀르키예 이스탄불에 있는 모스크입니다. 여러 개의 첨탑과 돔이 유명합니다. 이스탄불의 대표 이슬람 건축물입니다.,텍스트초안
LAND-023,랜드마크,아야 소피아,Hagia Sophia,"아야 소피아, hagia sophia, aya sofya",easy,,,,,Hagia Sophia 이스탄불 튀르키예,이곳은 튀르키예 이스탄불에 있는 랜드마크입니다.,유형으로 보면 종교 건축에 가깝습니다.,튀르키예를 대표하는 명소 중 하나입니다.,비잔틴과 이슬람 건축 요소가 공존합니다.,이스탄불의 대표 역사 건축물입니다.,아야 소피아는 튀르키예 이스탄불에 있는 종교 건축입니다. 비잔틴과 이슬람 건축 요소가 공존합니다. 이스탄불의 대표 역사 건축물입니다.,텍스트초안
LAND-024,랜드마크,브란덴부르크 문,Brandenburg Gate,"브란덴부르크 문, brandenburg gate",easy,,,,,Brandenburg Gate 베를린 독일,이곳은 독일 베를린에 있는 랜드마크입니다.,유형으로 보면 기념문에 가깝습니다.,독일를 대표하는 명소 중 하나입니다.,고전주의 양식의 거대한 문입니다.,독일 통일의 상징으로 자주 언급됩니다.,브란덴부르크 문는 독일 베를린에 있는 기념문입니다. 고전주의 양식의 거대한 문입니다. 독일 통일의 상징으로 자주 언급됩니다.,텍스트초안
LAND-025,랜드마크,노이슈반슈타인 성,Neuschwanstein Castle,"노이슈반슈타인 성, neuschwanstein castle",easy,,,,,Neuschwanstein Castle 바이에른 독일,이곳은 독일 바이에른에 있는 랜드마크입니다.,유형으로 보면 성에 가깝습니다.,독일를 대표하는 명소 중 하나입니다.,동화 속 성 같은 외관으로 유명합니다.,독일 바이에른의 산악 성입니다.,노이슈반슈타인 성는 독일 바이에른에 있는 성입니다. 동화 속 성 같은 외관으로 유명합니다. 독일 바이에른의 산악 성입니다.,텍스트초안
LAND-026,랜드마크,쾰른 대성당,Cologne Cathedral,"쾰른 대성당, cologne cathedral, kölner dom",normal,,,,,Cologne Cathedral 쾰른 독일,이곳은 독일 쾰른에 있는 랜드마크입니다.,유형으로 보면 대성당에 가깝습니다.,독일를 대표하는 명소 중 하나입니다.,쌍둥이 첨탑이 매우 높게 솟아 있습니다.,독일 쾰른의 대표 고딕 성당입니다.,쾰른 대성당는 독일 쾰른에 있는 대성당입니다. 쌍둥이 첨탑이 매우 높게 솟아 있습니다. 독일 쾰른의 대표 고딕 성당입니다.,텍스트초안
LAND-027,랜드마크,프라하 성,Prague Castle,"프라하 성, prague castle",normal,,,,,Prague Castle 프라하 체코,이곳은 체코 프라하에 있는 랜드마크입니다.,유형으로 보면 성에 가깝습니다.,체코를 대표하는 명소 중 하나입니다.,도시 위 언덕에 자리 잡은 거대한 성곽 단지입니다.,체코 프라하의 대표 랜드마크입니다.,프라하 성는 체코 프라하에 있는 성입니다. 도시 위 언덕에 자리 잡은 거대한 성곽 단지입니다. 체코 프라하의 대표 랜드마크입니다.,텍스트초안
